id,name,posterURL,actors,genre,ratings,releaseYear,tmdb_id
17698,Asteroid-a-Geddon,https://image.tmdb.org/t/p/w500/8zzGwkkOqial1BsoY8e8yrAIUxI.jpg,Eric Roberts|Veronika Issa|Jennifer Lee Wiggins|Craig Gellis|Terry Woodberry,"Science Fiction, Action",6.185,2020,756499
17699,Audible,https://image.tmdb.org/t/p/w500/8RjHHR0em5bHHEA6FsbMOj8EdFR.jpg,Amaree McKenstry-Hall,Documentary,6.831,2021,820492
17700,A Dash of Love,https://image.tmdb.org/t/p/w500/rBuQPAO9RZmtrycr1n7ZI8ObsiH.jpg,Jen Lilley|Brendan Penny|Peri Gilpin|Kandyse McClure|Frances Flanagan,"Romance, TV Movie, Comedy",6.2,2017,437515
17701,Risk,https://image.tmdb.org/t/p/w500/rxrkcyNNughClOL8j8qwNgY9xI5.jpg,Julian Assange|Sarah Harrison|Jacob Appelbaum|Joseph Farrell|Renata Avila,Documentary,6.605,2017,393561
17702,A Shoe Addict's Christmas,https://image.tmdb.org/t/p/w500/dXy55JISYOfUKZdpKG1A8yegHzw.jpg,Candace Cameron Bure|Luke Macfarlane|Jean Smart|Tenika Davis|Vanessa Matsui,"Romance, Drama, TV Movie, Fantasy",6.274,2018,535809
17703,Inseparables,https://image.tmdb.org/t/p/w500/mIC8ENJk2DdKk7KgcRK3ODbJRtU.jpg,Oscar Martínez|Rodrigo de la Serna|Alejandra Flechner|Carla Peterson|Flavia Palmiero,"Drama, Comedy",7.581,2016,418402
17704,Causality,https://image.tmdb.org/t/p/w500/vqPTx3z2RVOvrIO3aJYO7avSavC.jpg,Juana Viale|Laura Novoa|Pablo Mónaco|Esteban Bigliardi|María Soldi,Thriller,6.476,2021,808962
17705,My Best Part,https://image.tmdb.org/t/p/w500/kdwVfelEmWFGVmM94i1Cpt3O1Og.jpg,Nicolas Maury|Nathalie Baye|Jean-Marc Barr|Arnaud Valois|Théo Christine,"Drama, Comedy",5.387,2020,661229
17706,Fireworks,https://image.tmdb.org/t/p/w500/1NDE5VMGoru2eVtG7s0fuEhWEmJ.jpg,Samuele Segreto|Gabriele Pizzurro|Fabrizia Sacchi|Simona Malato|Enrico Roccaforte,Drama,7.379,2023,891636
17707,Dominion,https://image.tmdb.org/t/p/w500/sipSZ6Gcuz6O7gzQbLdskpwjh7V.jpg,Rooney Mara|Joaquin Phoenix|Sia|Sadie Sink|Kat Von D,Documentary,8.677,2018,472796
17708,Inherit the Viper,https://image.tmdb.org/t/p/w500/aaLEThX7CxKJuAQDnrZcecpzu0I.jpg,Josh Hartnett|Margarita Levieva|Owen Teague|Valorie Curry|Bruce Dern,"Crime, Thriller, Drama",5.734,2019,634904
17709,South of Heaven,https://image.tmdb.org/t/p/w500/sUdlWpnpNIWPIvXDnucLRjDHOvQ.jpg,Jason Sudeikis|Evangeline Lilly|Mike Colter|Shea Whigham|Jeremy Bobb,Thriller,6.782,2021,645861
17710,Orgasm Inc: The Story of OneTaste,https://image.tmdb.org/t/p/w500/yqI3XQ1nmvxFpBus1BescRrRBAj.jpg,,Documentary,6.315,2022,1040603
17711,Barbie: Mermaid Power,https://image.tmdb.org/t/p/w500/8qb8cLDBAWdahrtixN2mQdI6e52.jpg,America Young|Tatiana Varria|Kirsten Day|Cassandra Lee Morris|Natalie Lashkari,Animation,6.9,2022,1012801
17712,Teddy Pendergrass: If You Don't Know Me,https://image.tmdb.org/t/p/w500/ccSFRV59TSqowjm4Y6Es5WXJDOa.jpg,Teddy Pendergrass,"Documentary, Music",6.3,2018,551752
17713,Wrath of Silence,https://image.tmdb.org/t/p/w500/ldZWRUdfFkXkCYNzHJgTdVMurf2.jpg,Song Yang|Jiang Wu|Yuan Wenkang|Tan Zhuo|Yi Tiankai,"Drama, Thriller",7.09,2017,473328
17714,The Devil's Mistress,https://image.tmdb.org/t/p/w500/lViWHUj8m4XT7KsUTZiKVtYIedm.jpg,Tatiana Pauhofová|Karl Markovics|Gedeon Burkhard|Zdenka Procházková|Simona Stašová,"Drama, History, Romance",6,2016,376972
17715,Daughter of Mine,https://image.tmdb.org/t/p/w500/nXjH6WyOx1nuvoqiEFjVOvWYlcR.jpg,Valeria Golino|Alba Rohrwacher|Sara Casu|Udo Kier|Michele Carboni,Drama,6.303,2018,492344
17716,Judy & Punch,https://image.tmdb.org/t/p/w500/s0xonkc6Y0flANTQxxjjwQazFV1.jpg,Mia Wasikowska|Damon Herriman|Benedict Hardie|Terry Norris|Don Bridges,"Drama, Thriller, Comedy, Crime",6.205,2019,506554
17717,Damascus Cover,https://image.tmdb.org/t/p/w500/yu46NpewHno1Lixbtke5pffEN2c.jpg,Jonathan Rhys Meyers|Olivia Thirlby|John Hurt|Jürgen Prochnow|Igal Naor,"Thriller, Mystery",5.467,2017,324538
17718,Seth Meyers: Lobby Baby,https://image.tmdb.org/t/p/w500/cOkN2Mfw76HkZRvS3kQqDeTqhrf.jpg,Seth Meyers,Comedy,6.926,2019,642203
17719,Cheese in the Trap,https://image.tmdb.org/t/p/w500/jG1nfIvkSpwlEt2EeAG6oGFKyqY.jpg,Park Hae-jin|Oh Yeon-seo|Park Ki-woong|Yoo In-young|Oh Jong-hyuk,"Romance, Drama, Thriller",6.746,2018,471335
17720,Hold Me Tight,https://image.tmdb.org/t/p/w500/dVEeFE3s5r6hGQfhuMFlZQZgpMx.jpg,Vicky Krieps|Arieh Worthalter|Anne-Sophie Bowen-Chatet|Sacha Ardilly|Juliette Benveniste,Drama,6.475,2021,756651
17721,(re)kindle,https://image.tmdb.org/t/p/w500/s72KUZGSTvRlRSyIhRKnevvO0G2.jpg,Joana Dória|Manuela Afonso,Drama,7.4,2021,984945
17722,England Is Mine,https://image.tmdb.org/t/p/w500/ue3Zh4YRyJgQXj39tq8smr0iqOa.jpg,Jack Lowden|Jessica Brown Findlay|Simone Kirby|Peter McDonald|Jodie Comer,Drama,5.787,2017,428886
17723,Shaadi Mein Zaroor Aana,https://image.tmdb.org/t/p/w500/hSpzMrohhzT7EQcvMIpXizP2hx4.jpg,Rajkummar Rao|Kriti Kharbanda|Navni Parihar|Govind Namdeo|Nayani Dixit,"Romance, Family",7.066,2017,480810
17724,The Sky Is Everywhere,https://image.tmdb.org/t/p/w500/qMVUlq6rdqFo1xZ5ozQcKFCDbgj.jpg,Grace Kaufman|Jacques Colimon|Cherry Jones|Jason Segel|Pico Alexander,"Drama, Romance, Music",5.754,2022,640265
17725,Spare Parts,https://image.tmdb.org/t/p/w500/y0MFoalgfvG3ZI4JGwBvd6xuOV2.jpg,Julian Richings|Michelle Argyris|Emily Alatalo|Kiriana Stanton|Ryan Allen,"Horror, Action",5.057,2020,716819
17726,Mr. Roosevelt,https://image.tmdb.org/t/p/w500/cm5glzIq5F3OiYw6SZbD0P8cllz.jpg,Noël Wells|Nick Thune|Britt Lower|Daniella Pineda|Andre Hyland,Comedy,6.2,2017,424510
17727,Magnetic Beats,https://image.tmdb.org/t/p/w500/jSdGJz5m9Tst39Zq0Wdxb91Lmom.jpg,Thimotée Robart|Marie Colomb|Joseph Olivennes|Fabrice Adde|Louise Anselme,Drama,6.629,2021,820709
17728,Corbin Nash,https://image.tmdb.org/t/p/w500/2B5LnI7tytfKk7SnHCyFTVkBFWy.jpg,Dean S. Jagger|Fernanda Romero|Malcolm McDowell|Corey Feldman|Rutger Hauer,"Action, Horror, Thriller",4.59,2018,432579
17729,Anything's Possible,https://image.tmdb.org/t/p/w500/aLeswI1zxf2xN5iIdcJpqx9XEnX.jpg,Eva Reign|Abubakr Ali|Courtnee Carter|Kelly Lamor Wilson|Grant Reynolds,"Romance, Comedy, Drama",6,2022,787787
17730,A Woman's Life,https://image.tmdb.org/t/p/w500/ndBjKcPgyyoGd4Y6hNhcGM8QXWe.jpg,Judith Chemla|Jean-Pierre Darroussin|Swann Arlaud|Yolande Moreau|Nina Meurisse,Drama,5.533,2016,408543
17731,Prey,https://image.tmdb.org/t/p/w500/13Wsjb9tnvwSZP6kllLxphiWZWh.jpg,Logan Miller|Kristine Froseth|Jolene Anderson|Phodiso Dintwe|Jerrica Xufei Lai,"Horror, Thriller, Adventure",4.754,2019,401410
17732,V,https://image.tmdb.org/t/p/w500/iBVcwOVZNGNCNlOLFmcYJW83tTu.jpg,Nani|Sudheer Babu|Nivetha Thomas|Aditi Rao Hydari|Vennela Kishore,"Action, Crime, Thriller",6.557,2020,683342
17733,Ritual,https://image.tmdb.org/t/p/w500/9i4v0kITWH4xVdTN0JgNjwKf3CY.jpg,Marie Vinck|Geert Van Rampelberg|Ériq Ebouaney|Lukas Bulteel|Willem Herbots,"Thriller, Crime",6.951,2022,818422
17734,A Nasty Piece of Work,https://image.tmdb.org/t/p/w500/xE5G0nY3yKnTxp9tIEev06tsm3L.jpg,Julian Sands|Dustin Milligan|Angela Sarafyan|Natalie Hall|Kyle Howard,"Horror, Thriller, TV Movie",6.738,2019,653765
17735,La verità sta in cielo,https://image.tmdb.org/t/p/w500/7vdi2SHaO8F8qbuVtndlZoP7nNq.jpg,Riccardo Scamarcio|Maya Sansa|Greta Scarano|Valentina Lodovini|Shel Shapiro,"Mystery, Thriller, Drama",6,2016,418093
17736,Come As You Are,https://image.tmdb.org/t/p/w500/hl87sLl3oJafp8aIHdaJKgtsCRD.jpg,Janeane Garofalo|Hayden Szeto|Gabourey Sidibe|C.S. Lee|Grant Rosenmeyer,"Comedy, Drama",6.557,2020,576568
17737,Haseen Dillruba,https://image.tmdb.org/t/p/w500/aq1y0tqiH1ojIAQBbxZXFbArEAy.jpg,Taapsee Pannu|Vikrant Massey|Harshvardhan Rane|Aditya Srivastava|Yamini Das,"Mystery, Crime, Thriller, Romance",6.5,2021,695969
17738,Windstorm 4,https://image.tmdb.org/t/p/w500/8JNrBpYN7WksXUHUg0akV7XMgGq.jpg,Luna Paiano|Hanna Binke|Marvin Linke|Amber Bongard|Tilo Prückner,"Family, Adventure, Drama",6.811,2019,550755
17739,Man Up!,https://image.tmdb.org/t/p/w500/t37i63GN6ja3piv3BhOrbEFZmfy.jpg,Thomas Guy|Benjamin Voisin|Isabelle Carré|Laurent Lucas|Anaëlle Othenin-Girard,"Drama, Comedy",6.787,2019,544398
17740,Village Of The Vampire,https://image.tmdb.org/t/p/w500/qzdLYNQQxWSqWglSUTcR45FGGFq.jpg,Annamaria Lorusso|Roberto D'Antona|Francesco Emulo|Alex D'Antona|Natalia Moro,"Horror, Thriller, Fantasy",5.82,2020,728450
17741,Luz,https://image.tmdb.org/t/p/w500/5xLen4n8FYYjW2HhBG2rtvFMUZw.jpg,Luana Velis|Jan Bluthardt|Julia Riedler|Nadja Stübiger|Johannes Benecke,"Horror, Mystery",5.139,2019,498062
17742,Men on the Verge of a Nervous Breakdown,https://image.tmdb.org/t/p/w500/9IiTNWohanK62otUDGoCvgx2mI7.jpg,Thierry Lhermitte|Ramzy Bedia|François-Xavier Demaison|Laurent Stocker|Pascal Demolon,Comedy,5.442,2022,783556
17743,The Strong Ones,https://image.tmdb.org/t/p/w500/s53aBDGTA6Db6I2msWo46VLes2X.jpg,Antonio Altamirano|Samuel González|Marcela Salinas|Rafael Contreras|Nicolás Corales,"Drama, Romance",7.656,2020,637860
17744,Crown Heights,https://image.tmdb.org/t/p/w500/ksTHqOb8bPPdbIsZXHnWX3NrgfH.jpg,LaKeith Stanfield|Nnamdi Asomugha|Natalie Paul|Bill Camp|Nestor Carbonell,Drama,6.6,2017,425507
17745,Book of Monsters,https://image.tmdb.org/t/p/w500/bl9AX7lOgZuqqdV4dIjW2UxXiHH.jpg,Lyndsey Craine|Michaela Longden|Lizzie Stanton|Anna Dawson|Daniel Thrace,"Comedy, Horror, Action",5.107,2019,532649
17746,Clownery,https://image.tmdb.org/t/p/w500/2CbeEC1m7J4IDJIo0sFQYOhDFuf.jpg,Kateryna Korchynska|Serena P. Palmisano|Alex D'Antona|Mirko D'Antona|Joe Pansa,Horror,6,2020,713474
17747,Our Godfather,https://image.tmdb.org/t/p/w500/dSI9Gy5xqmObmKoR9D80Bl0c1GC.jpg,Nino D'Agata|Brandon Veliz|Filip Kiritsis|Cristina Buscetta|Roberto Buscetta,"Documentary, History",6.467,2019,598065
17748,Paskal,https://image.tmdb.org/t/p/w500/oAI8whpvqWxxucVGJdDiGOfCjMB.jpg,Hairul Azreen|Ammar Alfian Aziz|Henley Hii|Taufiq Hanafi|Gambit Saifullah,"Action, War, Drama",7.7,2018,546230
17749,Pariyerum Perumal,https://image.tmdb.org/t/p/w500/2G2Pp9Ym0ca9NIrjDF7EOWNrbZb.jpg,Kathir|Anandhi|Yogi Babu|G. Marimuthu|Lijeesh,"Romance, Drama",8.164,2018,462718
17750,Plan 75,https://image.tmdb.org/t/p/w500/dWmmZayMOLC8zCz59TcwsiAjYmT.jpg,Chieko Baisho|Hayato Isomura|Stefanie Arianne|Yuumi Kawai|Taka Takao,"Drama, Science Fiction",6.754,2022,958487
17751,Madaari,https://image.tmdb.org/t/p/w500/rrZhF166gPDzdArYMSh3mPvFjYp.jpg,Irrfan Khan|Jimmy Shergill|Tushar Dalvi|Vishesh Bansal|Kedar Bagaria,"Thriller, Drama",7.3,2016,397365
17752,Ouija Shark,https://image.tmdb.org/t/p/w500/oTyIyX2r0hWfwPYyPzUnu7KgoBb.jpg,Steph Goodwin|Zoe Towne|Robin Hodge|Christina Roman|Amy Osborne,"Horror, Comedy",4.705,2020,674482
17753,Lady Driver,https://image.tmdb.org/t/p/w500/uGLbtsn1yzRMe8rTVN8jGo4naYf.jpg,Grace Van Dien|Sean Patrick Flanery|Christina Moore|Casper Van Dien|Amanda Detmer,Drama,6.303,2020,591629
17754,The Price of Success,https://image.tmdb.org/t/p/w500/ubmnTBjq0wMBubx8z6JuWsoWjIg.jpg,Tahar Rahim|Maïwenn|Roschdy Zem|Grégoire Colin|Ali Marhyar,"Drama, Comedy",5.623,2017,459965
17755,Cannibal Troll,https://image.tmdb.org/t/p/w500/o1VO6eYoldYkHppaEbp3hYW701N.jpg,Georgina Jane|Zuza Tehanu|Barbara Dabson|Faith Kiggundu|Nicole Nabi,Horror,5.934,2021,801557
17756,La Condesa,https://image.tmdb.org/t/p/w500/nGnJfhuoSJhyTvjDwiFkd44XQyT.jpg,Hannia Guillen|Soraya Padrao|Gonzalo Trigueros|Sebastian Stimman|Diana Pou,"Horror, Thriller",6.484,2020,728045
17757,Suicide Forest Village,https://image.tmdb.org/t/p/w500/lm6yBPIraQtBvvvaUcWFB2yFXWz.jpg,Anna Yamada|Mayu Yamaguchi|Fuju Kamio|Yuki Kura|Haruka Kudo,"Horror, Mystery, Drama",6.795,2021,791570
17758,ReLIFE,https://image.tmdb.org/t/p/w500/tvvylMdvnDrypXH7kYMhjH3XPTK.jpg,Taishi Nakagawa|Yuna Taira|Mahiro Takasugi|Elaiza Ikeda|Sae Okazaki,"Comedy, Drama, Romance",7.7,2017,437620
17759,Silicon Cowboys,https://image.tmdb.org/t/p/w500/i6PPXhhJotvSqX2GhIZiGHVdZ96.jpg,Rod Canion|Bill Murto|Jim Harris|Bill Fargo|Hugh Barnes,Documentary,6.617,2016,381058
17760,Love Tactics 2,https://image.tmdb.org/t/p/w500/ygtnnkiGfRQhhlXBurqp9DR2Zqi.jpg,Demet Özdemir|Şükrü Özyıldız|Atakan Çelik|Bora Akkaş|Deniz Baydar,"Romance, Comedy",7.336,2023,1141202
17761,WWE WrestleMania 37: Night 1,https://image.tmdb.org/t/p/w500/5tzKVWvgZzptvwYo4ZGxVI1LLKR.jpg,Mercedes Varnado|Bianca Crawford|Franklin Roberto Lashley|Andrew Galloway|Bad Bunny,"Action, Drama",8.008,2021,809727
17762,Sleepwalker,https://image.tmdb.org/t/p/w500/qvLsMp60r6aiY01cxwM2XZz1AHq.jpg,Ahna O'Reilly|Richard Armitage|Izabella Scorupco|Haley Joel Osment|Emma Fitzpatrick,Thriller,4.9,2017,345680
17763,Battle for Saipan,https://image.tmdb.org/t/p/w500/9N3KwhzBCcqmFcqHpPCsjqfym9M.jpg,Casper Van Dien|Jeff Fahey|Louis Mandylor|Jennifer Wenger|Devanny Pinn,"War, History, Action",5.91,2022,1037644
17764,Kabaneri of the Iron Fortress: The Battle of Unato,https://image.tmdb.org/t/p/w500/1O5jE1w2wYkFInDHnWYa91TemOO.jpg,Tasuku Hatanaka|Sayaka Senbongi|Maaya Uchida|Toshiki Masuda|Kanae Oki,"Animation, Action, Fantasy, Adventure",7.107,2019,567006
17765,Angel,https://image.tmdb.org/t/p/w500/rCy4X814fl8Qfnzot0gkCEcWvgx.jpg,Fleur Geffrier|Elina Löwensohn|François Vincentelli|Gauthier Battoue|Léo Lorléac'h,"Romance, Comedy, Drama",6.459,2016,415137
17766,David Byrne's American Utopia,https://image.tmdb.org/t/p/w500/sHVeVCNhlY2asvoGsSMP5HOLbCI.jpg,David Byrne|Chris Giarmo|Tendayi Kuumba|Mauro Refosco|Karl Mansfield,"Music, Documentary",7.402,2020,668800
17767,Togo,https://image.tmdb.org/t/p/w500/vBvHFU97cmep48zbl5X85gvXCn.jpg,Diego Alonso|Tito Prieto|Catalina Arrillaga|Luis Alberto Acosta|Marcos Da Costa,"Crime, Drama",6.541,2022,884363
17768,Catch the Fair One,https://image.tmdb.org/t/p/w500/35QvPu5nOGlzDIGOdvtRNNkfjLZ.jpg,Kali Reis|Mainaku Borrero|Daniel Henshall|Michael Drayer|Kevin Dunn,Thriller,6.475,2022,821420
17769,"New Year, New You",https://image.tmdb.org/t/p/w500/bJbCqewrw38CSzq62qCksTFjbrx.jpg,Suki Waterhouse|Carly Chaikin|Kirby Howell-Baptiste|Melissa Bergland|Isabella Acres,Horror,4.959,2018,567220
17770,Mothering Sunday,https://image.tmdb.org/t/p/w500/unZ7vPgxMTxWrpPGIkAVSqgdryv.jpg,Odessa Young|Josh O'Connor|Ṣọpẹ́ Dìrísù|Patsy Ferran|Emma D'Arcy,"Drama, Romance",5.148,2021,718838
17771,"Love, Weddings & Other Disasters",https://image.tmdb.org/t/p/w500/5NyNfNop1gOLapYUdCA2VwCwbvk.jpg,Diane Keaton|Jeremy Irons|Maggie Grace|Diego Boneta|Andrew Bachelor,"Romance, Comedy",5.975,2020,627103
17772,Alien Invasion: S.U.M.1,https://image.tmdb.org/t/p/w500/RSEWZD65hUkfl4vwx75DYiVcet.jpg,Iwan Rheon|André Hennicke|Tim Williams|Rainer Werner|Norman Reedus,Science Fiction,4.6,2017,457665
17773,I Fratelli De Filippo,https://image.tmdb.org/t/p/w500/3YgvUSIr9dL2FIdgOvX1i8MbsJf.jpg,Mario Autore|Domenico Pinelli|Anna Ferraioli Ravel|Biagio Izzo|Susy Del Giudice,"History, Drama",7.221,2021,784374
17774,Maya the Bee: The Honey Games,https://image.tmdb.org/t/p/w500/my34w43Z0l2XGvpHiAOYkTm6M8P.jpg,Coco Jack Gillies|Benson Jack Anthony|Sam Haft|Justine Clarke|Jimmy James Eaton,"Comedy, Family, Animation, Adventure",6.623,2018,499088
17775,Valentina's Wedding,https://image.tmdb.org/t/p/w500/sD6o09KA4KyxWvvB8rKn8bQuuD5.jpg,Omar Chaparro|Kate Vernon|Ryan Carnes|Marimar Vega|Tony Dalton,Comedy,6.623,2018,498919
17776,Angels Fallen,https://image.tmdb.org/t/p/w500/9mVHxdtlmTZUpgps2cvPqVeJEtb.jpg,Nicola Posener|Houston Rhines|Michael Teh|Li Jing|Michael Madsen,"Horror, Fantasy, Action",5.656,2020,662844
17777,The Summers of IT: Chapter Two,https://image.tmdb.org/t/p/w500/tNyUIYsTLtMql2SvQvvGZvWsd23.jpg,Andy Muschietti|Barbara Muschietti|Bill Skarsgård|James McAvoy|Bill Hader,"Horror, Drama, Fantasy",7.233,2019,661289
17778,The Fall,https://image.tmdb.org/t/p/w500/ltZj6zkzsTjKOA6XK1mlW0bxGrs.jpg,James Adams|Stuart Anderson|McKinley Bex|Susanne Brown|Lee Byford,Horror,6.9,2019,643065
17779,All About Nina,https://image.tmdb.org/t/p/w500/aWzQBqAYk6OqePCZgpxL69uDbzw.jpg,Mary Elizabeth Winstead|Common|Chace Crawford|Clea DuVall|Kate del Castillo,"Comedy, Drama",5.967,2018,483435
17780,Thalasso,https://image.tmdb.org/t/p/w500/h38HnqWdr7VIoUwR5NMMI0YfW6i.jpg,Gérard Depardieu|Michel Houellebecq|Luc Schwarz|Maxime Lefrançois|Mathieu Nicourt,"Comedy, Drama",5.592,2019,582874
17781,Ronny Chieng: Asian Comedian Destroys America!,https://image.tmdb.org/t/p/w500/6THGmMj48DEl5dftNJSEwejwB0Z.jpg,Ronny Chieng,Comedy,6.858,2019,649802
17782,Officer Downe,https://image.tmdb.org/t/p/w500/m2caCEdkXWIuNQsnrcfLD6BrioJ.jpg,Kim Coates|Luna Lauren Vélez|Sona Eyambe|Reno Wilson|Bruno Gunn,"Action, Comedy, Science Fiction",4.542,2016,401061
17783,The Trader,https://image.tmdb.org/t/p/w500/zmihpJaqCHoNetmQMaxQkdp2qoa.jpg,Gela,Documentary,6.551,2018,489354
17784,Cold Feet,https://image.tmdb.org/t/p/w500/9v8dhdYwTeXzzw2fDb05TrvhWH1.jpg,Heiner Lauterbach|Emilio Sakraya|Sonja Gerhardt|Roman Schomburg|Jeanne Goursaud,Comedy,6.7,2018,564140
17785,Detective Conan: The Scarlet Bullet,https://image.tmdb.org/t/p/w500/wowJzvF1KqEFSZoArkgngRy1r4L.jpg,Minami Takayama|Kappei Yamaguchi|Wakana Yamazaki|Rikiya Koyama|Shuichi Ikeda,"Animation, Action, Crime, Mystery, Romance, Thriller",6.7,2021,662638
17786,Bill Burr Presents: Friends Who Kill,https://image.tmdb.org/t/p/w500/9gSpgNwjP3Qg8LAsrBgo1Fu6QdL.jpg,Bill Burr|Michelle Wolf|Jimmy Carr|Steph Tolev|Jeff Ross,Comedy,5.858,2022,983683
17787,The Girl Without Hands,https://image.tmdb.org/t/p/w500/f4EVSG3CPshLfnUe3hdQBVyliX0.jpg,Anaïs Demoustier|Jérémie Elkaïm|Philippe Laudenbach|Olivier Broche|Françoise Lebrun,"Animation, Fantasy, Romance",7.225,2016,396899
17788,Small Town Killers,https://image.tmdb.org/t/p/w500/mWMb0cLiuSofPLguY43S93BJq2Z.jpg,Nicolas Bro|Ulrich Thomsen|Mia Lyhne|Lene Maria Christensen|Søren Malling,"Comedy, Crime, Drama",5.717,2017,425716
17789,Forky Asks a Question: What Is Love?,https://image.tmdb.org/t/p/w500/96LdEzSi7yncjYkroo7gNCY5SKQ.jpg,Tony Hale|Carl Reiner|Mel Brooks|Carol Burnett|Betty White,"Animation, Family, Comedy",6.333,2019,660859
17790,Burning Days,https://image.tmdb.org/t/p/w500/xd84EJ8vhJTJCLIWjI3kZbItaJr.jpg,Selahattin Paşalı|Ekin Koç|Selin Yeninci|Erol Babaoğlu|Erdem Şenocak,"Drama, Thriller, Crime, Mystery",7.1,2022,682152
17791,Whisper,https://image.tmdb.org/t/p/w500/3zunvPLgM9qGFr8ob2BpaKSuAJI.jpg,Linda Louise Duan|Penelope Read|Arron Blake|Amy Secker|Richard Conrad,"Horror, Thriller",6.4,2022,928773
17792,Jefe,https://image.tmdb.org/t/p/w500/vBRvNkwHnuCoxYyXGjBMFnQ1XyE.jpg,Luis Callejo|Juana Acosta|Carlo D'Ursi|Josean Bengoetxea|Bárbara Santa-Cruz,Comedy,5.475,2018,517298
17793,A Few Less Men,https://image.tmdb.org/t/p/w500/1FR3KCSLB6b9WMrZPir0JioMvcQ.jpg,Xavier Samuel|Kris Marshall|Kevin Bishop|Sacha Horler|James Helm,Comedy,5.592,2017,413391
17794,The Beach House,https://image.tmdb.org/t/p/w500/gdGh7K00iaeD03EYqtXT70bivf4.jpg,Minka Kelly|Chad Michael Murray|Andie MacDowell|Makenzie Vega|Donna Biscoe,"TV Movie, Romance, Drama",6.358,2018,521190
17795,Guest House,https://image.tmdb.org/t/p/w500/joSZjIzoXWqdtb2tRGlIlibscv8.jpg,Pauly Shore|Aimee Teegarden|Mike Castle|Steve-O|Billy Zane,Comedy,5.617,2020,594084
17796,Free Country,https://image.tmdb.org/t/p/w500/snkeg0NgURfXRbrnndoC6N0nBF3.jpg,Trystan Pütter|Felix Kramer|Nora Waldstätten|Ben Hartmann|Alva Schäfer,"Drama, Thriller",6.3,2020,633182
17797,Gold,https://image.tmdb.org/t/p/w500/xCcdW6nHRcrKWraErYV5g3tut7Q.jpg,Akshay Kumar|Mouni Roy|Kumud Pant|Kunal Kapoor|Amit Sadh,"Drama, History",7.092,2018,478682
17798,Beneath the Surface,https://image.tmdb.org/t/p/w500/xXE9IDEFiye0zNzmnT0eUDbGyVI.jpg,Nicola Wright|Stephanie Lodge|Georgie Banks|Julia Quayle|Beatrice Fletcher,"Fantasy, Horror, Thriller, Mystery",6.625,2022,896448
17799,Primal Rage,https://image.tmdb.org/t/p/w500/3FAxj6N9JsvB390qSIn82rvQIS7.jpg,Casey Gagliardi|Andrew Joseph Montgomery|Jameson Pazak|Eloy Casados|Justin Rain,Horror,5.242,2018,436373
17800,Funan,https://image.tmdb.org/t/p/w500/l3otHLwPSBzdYcJB8xk8zRS3aNo.jpg,Bérénice Bejo|Louis Garrel|Colette Kieffer|Aude-Laurence Clermont Biver|Brice Montagne,"Animation, Drama, History",7,2019,515353
17801,Cat Sick Blues,https://image.tmdb.org/t/p/w500/5jZESEP5x14CiCCx5iYDz274BRy.jpg,Matthew C. Vaughan|Shian Denovan|Rachel Rai|Cat Commander|Noah Moon,"Horror, Comedy",5.775,2016,364379
17802,Shubh Mangal Saavdhan,https://image.tmdb.org/t/p/w500/z1P1wDTW54UgVrRICq9kn5LiOHX.jpg,Ayushmann Khurrana|Bhumi Pednekar|Seema Pahwa|Brijendra Kala|Neeraj Sood,"Romance, Comedy",6.5,2017,471892
17803,Hippopotamus,https://image.tmdb.org/t/p/w500/yFXyiBp3SVxu3U9SYpbZxvjgFfX.jpg,Ingvild Deila|Stuart Mortimer|Tom Lincoln,"Horror, Drama, Thriller",5.75,2018,516027
17804,Muse: Simulation Theory,https://image.tmdb.org/t/p/w500/6aMJnsHU8KsWHmVwwP1k4USvFe3.jpg,Matthew Bellamy|Dominic Howard|Chris Wolstenholme,Music,7.8,2020,731971
17805,The Honest Candidate 2,https://image.tmdb.org/t/p/w500/nies8ZuM673DAtSufh4Ww3dJJyd.jpg,Leandro Hassum|Rosanne Mulholland|Cássio Pandolph|Victor Leal|Flávia Garrafa,Comedy,5.7,2018,541696
17806,Stuck with You,https://image.tmdb.org/t/p/w500/AkfvwYH5dYbDI0x74YG4jNV4GeI.jpg,Kev Adams|Camille Lellouche|Audrey Pirault|Gaël Mectoob|Chantal Ravalec,"Romance, Comedy",4.742,2022,1057648
17807,You Hurt My Feelings,https://image.tmdb.org/t/p/w500/do9UvkcDJeYbhYVoQPS00yOCYdc.jpg,Julia Louis-Dreyfus|Tobias Menzies|Michaela Watkins|Arian Moayed|Owen Teague,"Comedy, Drama, Romance",6.642,2023,890215
17808,"Hello, Privilege. It's Me, Chelsea",https://image.tmdb.org/t/p/w500/2YR2kFW3H9VsMDUo26bznfDLo1r.jpg,Chelsea Handler|Tiffany Haddish|Kevin Hart,Documentary,5.783,2019,628039
17809,Detective Chinatown 3,https://image.tmdb.org/t/p/w500/jPF7uzdrJ3gynLAgNdCG9CevqAS.jpg,Wang Baoqiang|Liu Haoran|Satoshi Tsumabuki|Tony Jaa|Masami Nagasawa,"Action, Comedy, Mystery",5.746,2021,602666
17810,Ida Red,https://image.tmdb.org/t/p/w500/etMxKseW67499tUJonLNHXTF538.jpg,Josh Hartnett|Frank Grillo|Melissa Leo|Sofia Hublitz|Deborah Ann Woll,"Crime, Thriller, Drama, Action",5.983,2021,818192
